Notes,Race,Race Code,Cancer Sites,Cancer Sites Code,Age Groups,Age Groups Code,Sex,Sex Code,Count
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,35-39 years,35-39,Female,F,158
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,35-39 years,35-39,Male,M,198
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,40-44 years,40-44,Female,F,184
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,40-44 years,40-44,Male,M,267
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,45-49 years,45-49,Female,F,247
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,45-49 years,45-49,Male,M,260
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,50-54 years,50-54,Female,F,313
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,50-54 years,50-54,Male,M,357
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,55-59 years,55-59,Female,F,372
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,55-59 years,55-59,Male,M,393
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,60-64 years,60-64,Female,F,392
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,60-64 years,60-64,Male,M,395
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,65-69 years,65-69,Female,F,387
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,65-69 years,65-69,Male,M,433
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,70-74 years,70-74,Female,F,304
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,70-74 years,70-74,Male,M,403
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,75-79 years,75-79,Female,F,274
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,75-79 years,75-79,Male,M,263
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,80-84 years,80-84,Female,F,193
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,80-84 years,80-84,Male,M,172
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,85+ years,85,Female,F,167
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,85+ years,85,Male,M,129
,Other Races and Unknown combined,2131-1,Myeloma,34000,30-34 years,30-34,Male,M,18
,Other Races and Unknown combined,2131-1,Myeloma,34000,35-39 years,35-39,Female,F,37
,Other Races and Unknown combined,2131-1,Myeloma,34000,35-39 years,35-39,Male,M,45
,Other Races and Unknown combined,2131-1,Myeloma,34000,40-44 years,40-44,Female,F,60
,Other Races and Unknown combined,2131-1,Myeloma,34000,40-44 years,40-44,Male,M,91
,Other Races and Unknown combined,2131-1,Myeloma,34000,45-49 years,45-49,Female,F,98
,Other Races and Unknown combined,2131-1,Myeloma,34000,45-49 years,45-49,Male,M,135
,Other Races and Unknown combined,2131-1,Myeloma,34000,50-54 years,50-54,Female,F,149
,Other Races and Unknown combined,2131-1,Myeloma,34000,50-54 years,50-54,Male,M,206
,Other Races and Unknown combined,2131-1,Myeloma,34000,55-59 years,55-59,Female,F,203
,Other Races and Unknown combined,2131-1,Myeloma,34000,55-59 years,55-59,Male,M,298
,Other Races and Unknown combined,2131-1,Myeloma,34000,60-64 years,60-64,Female,F,268
,Other Races and Unknown combined,2131-1,Myeloma,34000,60-64 years,60-64,Male,M,316
,Other Races and Unknown combined,2131-1,Myeloma,34000,65-69 years,65-69,Female,F,293
,Other Races and Unknown combined,2131-1,Myeloma,34000,65-69 years,65-69,Male,M,369
,Other Races and Unknown combined,2131-1,Myeloma,34000,70-74 years,70-74,Female,F,314
,Other Races and Unknown combined,2131-1,Myeloma,34000,70-74 years,70-74,Male,M,342
,Other Races and Unknown combined,2131-1,Myeloma,34000,75-79 years,75-79,Female,F,242
,Other Races and Unknown combined,2131-1,Myeloma,34000,75-79 years,75-79,Male,M,299
,Other Races and Unknown combined,2131-1,Myeloma,34000,80-84 years,80-84,Female,F,182
,Other Races and Unknown combined,2131-1,Myeloma,34000,80-84 years,80-84,Male,M,185
,Other Races and Unknown combined,2131-1,Myeloma,34000,85+ years,85,Female,F,129
,Other Races and Unknown combined,2131-1,Myeloma,34000,85+ years,85,Male,M,102
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,< 1 year,1,Female,F,49
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,< 1 year,1,Male,M,37
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,1-4 years,1-4,Female,F,369
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,1-4 years,1-4,Male,M,500
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,5-9 years,5-9,Female,F,226
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,5-9 years,5-9,Male,M,222
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,10-14 years,10-14,Female,F,140
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,10-14 years,10-14,Male,M,186
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,15-19 years,15-19,Female,F,100
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,15-19 years,15-19,Male,M,167
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,20-24 years,20-24,Female,F,111
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,20-24 years,20-24,Male,M,171
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,25-29 years,25-29,Female,F,99
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,25-29 years,25-29,Male,M,191
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,30-34 years,30-34,Female,F,151
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,30-34 years,30-34,Male,M,202
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,35-39 years,35-39,Female,F,158
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,35-39 years,35-39,Male,M,233
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,40-44 years,40-44,Female,F,219
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,40-44 years,40-44,Male,M,307
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,45-49 years,45-49,Female,F,283
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,45-49 years,45-49,Male,M,471
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,50-54 years,50-54,Female,F,363
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,50-54 years,50-54,Male,M,598
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,55-59 years,55-59,Female,F,492
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,55-59 years,55-59,Male,M,774
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,60-64 years,60-64,Female,F,571
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,60-64 years,60-64,Male,M,854
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,65-69 years,65-69,Female,F,596
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,65-69 years,65-69,Male,M,863
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,70-74 years,70-74,Female,F,550
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,70-74 years,70-74,Male,M,729
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,75-79 years,75-79,Female,F,479
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,75-79 years,75-79,Male,M,592
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,80-84 years,80-84,Female,F,347
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,80-84 years,80-84,Male,M,427
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,85+ years,85,Female,F,354
,Other Races and Unknown combined,2131-1,Leukemias,35011-35043,85+ years,85,Male,M,279
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,< 1 year,1,Female,F,20
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,< 1 year,1,Male,M,18
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,1-4 years,1-4,Female,F,313
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,1-4 years,1-4,Male,M,412
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,5-9 years,5-9,Female,F,194
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,5-9 years,5-9,Male,M,184
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,10-14 years,10-14,Female,F,103
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,10-14 years,10-14,Male,M,128
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,15-19 years,15-19,Female,F,56
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,15-19 years,15-19,Male,M,107
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,20-24 years,20-24,Female,F,41
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,20-24 years,20-24,Male,M,70
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,25-29 years,25-29,Male,M,43
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,30-34 years,30-34,Female,F,23
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,30-34 years,30-34,Male,M,34
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,35-39 years,35-39,Female,F,22
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,35-39 years,35-39,Male,M,36
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,40-44 years,40-44,Female,F,20
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,40-44 years,40-44,Male,M,28
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,45-49 years,45-49,Female,F,20
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,45-49 years,45-49,Male,M,31
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,50-54 years,50-54,Female,F,16
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,50-54 years,50-54,Male,M,20
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,55-59 years,55-59,Female,F,16
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,55-59 years,55-59,Male,M,17
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,60-64 years,60-64,Female,F,20
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,65-69 years,65-69,Female,F,16
,Other Races and Unknown combined,2131-1,Acute Lymphocytic Leukemia,35011,65-69 years,65-69,Male,M,16
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,35-39 years,35-39,Male,M,27
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,40-44 years,40-44,Female,F,46
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,40-44 years,40-44,Male,M,77
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,45-49 years,45-49,Female,F,97
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,45-49 years,45-49,Male,M,185
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,50-54 years,50-54,Female,F,159
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,50-54 years,50-54,Male,M,304
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,55-59 years,55-59,Female,F,259
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,55-59 years,55-59,Male,M,477
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,60-64 years,60-64,Female,F,343
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,60-64 years,60-64,Male,M,541
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,65-69 years,65-69,Female,F,390
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,65-69 years,65-69,Male,M,594
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,70-74 years,70-74,Female,F,354
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,70-74 years,70-74,Male,M,464
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,75-79 years,75-79,Female,F,286
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,75-79 years,75-79,Male,M,370
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,80-84 years,80-84,Female,F,213
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,80-84 years,80-84,Male,M,237
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,85+ years,85,Female,F,190
,Other Races and Unknown combined,2131-1,Chronic Lymphocytic Leukemia,35012,85+ years,85,Male,M,162
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,< 1 year,1,Female,F,17
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,1-4 years,1-4,Female,F,31
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,1-4 years,1-4,Male,M,53
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,5-9 years,5-9,Female,F,20
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,5-9 years,5-9,Male,M,23
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,10-14 years,10-14,Female,F,23
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,10-14 years,10-14,Male,M,32
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,15-19 years,15-19,Female,F,31
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,15-19 years,15-19,Male,M,35
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,20-24 years,20-24,Female,F,30
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,20-24 years,20-24,Male,M,41
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,25-29 years,25-29,Female,F,33
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,25-29 years,25-29,Male,M,39
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,30-34 years,30-34,Female,F,45
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,30-34 years,30-34,Male,M,53
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,35-39 years,35-39,Female,F,57
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,35-39 years,35-39,Male,M,32
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,40-44 years,40-44,Female,F,51
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,40-44 years,40-44,Male,M,51
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,45-49 years,45-49,Female,F,47
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,45-49 years,45-49,Male,M,55
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,50-54 years,50-54,Female,F,43
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,50-54 years,50-54,Male,M,65
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,55-59 years,55-59,Female,F,71
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,55-59 years,55-59,Male,M,67
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,60-64 years,60-64,Female,F,69
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,60-64 years,60-64,Male,M,91
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,65-69 years,65-69,Female,F,61
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,65-69 years,65-69,Male,M,92
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,70-74 years,70-74,Female,F,67
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,70-74 years,70-74,Male,M,110
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,75-79 years,75-79,Female,F,83
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,75-79 years,75-79,Male,M,83
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,80-84 years,80-84,Female,F,64
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,80-84 years,80-84,Male,M,82
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,85+ years,85,Female,F,65
,Other Races and Unknown combined,2131-1,Acute Myeloid Leukemia,35021,85+ years,85,Male,M,49
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,15-19 years,15-19,Male,M,16
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,20-24 years,20-24,Female,F,21
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,20-24 years,20-24,Male,M,35
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,25-29 years,25-29,Female,F,35
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,25-29 years,25-29,Male,M,76
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,30-34 years,30-34,Female,F,52
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,30-34 years,30-34,Male,M,77
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,35-39 years,35-39,Female,F,50
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,35-39 years,35-39,Male,M,79
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,40-44 years,40-44,Female,F,56
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,40-44 years,40-44,Male,M,93
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,45-49 years,45-49,Female,F,87
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,45-49 years,45-49,Male,M,119
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,50-54 years,50-54,Female,F,95
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,50-54 years,50-54,Male,M,119
,Other Races and Unknown combined,2131-1,Chronic Myeloid Leukemia,35022,55-59 years,55-59,Female,F,95
